17,18,52,65,36,0,1,2,36,52,0,1,17,8,17,18,36,65,0,1,2,65,65,65,65,65,67,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,16,17
17,18,0,1,1,8,17,18,65,65,16,17,35,33,17,18,65,52,16,17,18,36,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0,2,65,67,32,33
17,18,16,17,35,33,33,34,65,65,32,33,34,65,32,34,67,65,32,33,34,65,65,65,65,65,65,65,65,65,65,98,65,65,65,65,65,65,65,65,65,65,65,65,32,34,65,65,65,65
33,34,32,33,34,65,65,65,65,65,65,65,65,65,65,65,65,65,67,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
65,65,36,65,65,65,65,65,254,65,65,65,65,65,65,65,65,65,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,65,65,65,65,65,65
65,65,65,65,65,65,65,65,254,65,65,65,65,65,65,65,65,65,17,17,17,17,17,17,17,17,17,8,17,17,17,17,17,17,17,17,17,17,17,17,8,17,17,17,65,65,65,65,65,65
65,65,65,65,17,17,17,17,270,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,35,33,33,33,33,33,33,33,33,33,33,33,33,33,17,17,17,17,65,65,65,0,1
65,65,65,17,17,17,8,17,17,17,17,17,17,17,17,17,17,8,17,17,17,17,8,17,17,33,33,34,65,65,65,65,65,65,65,65,65,68,65,65,65,32,17,17,8,17,17,17,16,17
65,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,35,33,34,65,65,65,65,65,65,65,65,65,65,65,68,65,68,65,65,65,32,33,17,17,8,17,32,33
65,17,8,17,17,17,17,35,33,17,17,35,33,33,33,33,33,33,33,33,33,33,34,65,65,65,65,65,65,65,65,65,65,65,65,68,36,68,36,68,65,65,65,65,32,17,17,17,65,65
65,17,35,33,33,33,33,34,98,32,33,34,65,96,98,65,98,98,65,65,65,67,65,65,68,65,65,65,68,65,65,65,65,65,65,68,68,68,68,68,68,65,65,65,65,16,17,17,65,65
65,17,18,98,65,98,36,91,92,92,92,92,93,65,65,65,98,65,65,65,65,65,65,65,65,68,65,52,65,65,68,65,65,68,68,36,68,67,68,36,68,68,65,65,65,16,17,17,65,65
65,17,18,65,98,52,98,107,108,108,108,108,109,65,98,98,65,65,65,65,65,65,65,68,65,68,68,68,65,65,65,65,68,68,68,68,68,68,68,68,68,68,68,65,65,16,17,17,17,17
67,17,18,65,36,91,92,155,124,126,124,124,156,93,96,65,65,98,65,65,65,65,65,65,68,65,65,68,65,65,65,68,68,68,65,68,36,68,36,68,65,68,68,68,65,32,17,17,8,17
65,17,18,65,98,107,108,171,124,124,124,124,172,109,98,0,1,2,65,65,65,65,68,68,65,68,65,65,68,68,65,98,65,65,65,65,65,65,65,65,65,65,65,65,65,52,16,17,17,17
65,17,18,96,91,155,124,126,124,124,126,124,124,125,96,16,17,18,98,65,65,65,65,68,65,98,68,65,65,68,65,65,65,65,68,65,65,65,65,65,65,65,65,65,65,36,16,17,17,65
65,17,18,98,107,171,124,124,124,124,124,124,124,141,36,32,33,34,65,65,65,68,65,65,68,65,65,68,67,65,68,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,16,17,17,65
65,17,18,65,123,124,124,124,126,124,140,140,95,98,65,65,98,65,68,65,65,65,68,65,65,68,65,65,68,65,65,65,68,65,52,36,68,65,65,65,67,65,65,65,65,65,16,17,17,0
65,17,18,96,139,124,124,124,124,95,96,98,52,36,98,65,65,65,65,65,65,65,68,68,65,65,68,65,65,68,65,65,65,65,36,52,65,65,68,65,65,65,65,65,65,65,16,17,17,16
65,17,18,68,65,94,140,140,95,96,98,96,98,65,65,65,65,65,65,98,68,65,65,65,68,65,65,68,65,65,68,65,65,68,68,65,65,65,65,68,68,65,65,65,65,65,16,17,17,32
65,17,18,65,68,98,96,65,96,98,65,65,65,65,65,65,65,65,0,1,2,65,65,68,65,68,68,65,68,65,65,68,65,36,36,36,36,36,36,36,36,36,36,36,36,36,16,17,17,65
65,17,18,65,65,98,65,98,98,65,65,65,65,68,65,65,65,98,16,17,18,65,68,65,68,65,68,65,65,0,1,2,68,52,52,52,52,52,52,52,52,52,52,52,52,52,16,17,17,65
65,17,18,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,32,33,34,65,68,68,65,68,65,68,65,16,17,18,65,36,36,36,36,36,36,36,36,36,36,36,36,36,32,17,17,65
33,33,34,65,65,36,52,36,65,65,65,65,65,65,65,68,65,65,65,65,65,65,65,68,65,65,65,65,65,32,33,34,68,52,52,52,52,52,52,52,52,52,52,52,52,52,65,32,33,33
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
